"","DATE","ACTIVITY","mean","sd","n","StringencyIndex"
"1",2020-01-01,"HHACT",123.819428546334,124.615559017235,22,0
"2",2020-01-01,"PHONE",4.95845900968983,20.9659405369164,22,0
"3",2020-01-01,"RELIG",0.305319499121423,1.80701259119968,22,0
"4",2020-01-01,"SOCIAL",291.491888107523,162.648290429791,22,0
"5",2020-01-01,"SPORTS",6.23133829953455,20.7007438731192,22,0
"6",2020-01-01,"TRAVEL",60.157325878829,69.6582981252177,22,0
"7",2020-01-01,"WORK",230.011007363187,243.750213424335,22,0
"8",2020-01-01,"LEISATTEND",0,0,22,0
"9",2020-01-01,"LEISSOCCOM",16.508456130874,40.7894995902486,22,0
"10",2020-01-02,"HHACT",64.7146654943946,64.2401814880991,12,0
"11",2020-01-02,"PHONE",15.2958189966024,31.0268594099232,12,0
"12",2020-01-02,"RELIG",7.12489144988206,23.5360863690469,12,0
"13",2020-01-02,"SOCIAL",353.909078782695,180.770032396744,12,0
"14",2020-01-02,"SPORTS",11.1244159370331,27.3101925045407,12,0
"15",2020-01-02,"TRAVEL",74.6780252629156,45.4019725348061,12,0
"16",2020-01-02,"WORK",253.788132903325,251.780120436731,12,0
"17",2020-01-02,"LEISATTEND",0,0,12,0
"18",2020-01-02,"LEISSOCCOM",32.4290075926315,66.4085788695162,12,0
"19",2020-01-03,"HHACT",162.417484015141,164.012776564143,60,0
"20",2020-01-03,"PHONE",10.4393793517256,33.1401585135527,60,0
"21",2020-01-03,"RELIG",0,0,60,0
"22",2020-01-03,"SOCIAL",339.525238127721,201.102053388707,60,0
"23",2020-01-03,"SPORTS",29.9329770970424,60.3263667006819,60,0
"24",2020-01-03,"TRAVEL",54.2855222901189,69.8550621894834,60,0
"25",2020-01-03,"WORK",58.1589947961229,171.233674937628,60,0
"26",2020-01-03,"LEISATTEND",8.97425660502062,70.0012510448681,60,0
"27",2020-01-03,"LEISSOCCOM",35.2483319468122,110.332975283908,60,0
"28",2020-01-04,"HHACT",105.531101597643,132.664005277628,48,0
"29",2020-01-04,"PHONE",2.79127884692353,9.84142180260974,48,0
"30",2020-01-04,"RELIG",66.3275381762205,97.0839774025696,48,0
"31",2020-01-04,"SOCIAL",367.056023758027,204.68505560207,48,0
"32",2020-01-04,"SPORTS",8.52847307364524,32.7226393472053,48,0
"33",2020-01-04,"TRAVEL",52.382949920607,55.1132678308366,48,0
"34",2020-01-04,"WORK",11.3488319342267,57.2350732310359,48,0
"35",2020-01-04,"LEISATTEND",1.92010726463308,16.574943216148,48,0
"36",2020-01-04,"LEISSOCCOM",62.3494262154225,128.772837980551,48,0
"37",2020-01-05,"HHACT",64.6889437811556,75.8796956153383,25,0
"38",2020-01-05,"PHONE",6.43266244253205,22.9422792044663,25,0
"39",2020-01-05,"RELIG",3.60767239208675,10.0109851292967,25,0
"40",2020-01-05,"SOCIAL",218.647015003219,190.683360841316,25,0
"41",2020-01-05,"SPORTS",29.1888428718044,67.4603993298214,25,0
"42",2020-01-05,"TRAVEL",69.7888004128403,62.0721311708541,25,0
"43",2020-01-05,"WORK",336.065869225814,232.147674221816,25,0
"44",2020-01-05,"LEISATTEND",0,0,25,0
"45",2020-01-05,"LEISSOCCOM",13.1514790075844,28.5447638869776,25,0
"46",2020-01-06,"HHACT",91.9802577399611,91.1432317980405,29,0
"47",2020-01-06,"PHONE",8.11548763928944,34.3134686268165,29,0
"48",2020-01-06,"RELIG",2.41537823849366,6.62697764125996,29,0
"49",2020-01-06,"SOCIAL",281.302572586471,180.004233214785,29,0
"50",2020-01-06,"SPORTS",3.83357440395741,18.9071347583269,29,0
"51",2020-01-06,"TRAVEL",54.1613324317078,40.1943445932485,29,0
"52",2020-01-06,"WORK",292.286780695657,267.983527741733,29,0
"53",2020-01-06,"LEISATTEND",2.19193401503985,13.8733372747705,29,0
"54",2020-01-06,"LEISSOCCOM",22.7675541516118,42.8046332387555,29,0
"55",2020-01-07,"HHACT",108.647588959532,124.253272751057,26,0
"56",2020-01-07,"PHONE",3.88356050078874,16.903538373468,26,0
"57",2020-01-07,"RELIG",0,0,26,0
"58",2020-01-07,"SOCIAL",230.37182961464,159.846971787614,26,0
"59",2020-01-07,"SPORTS",29.0777349929385,53.24670089147,26,0
"60",2020-01-07,"TRAVEL",78.1169457609713,70.4370846089933,26,0
"61",2020-01-07,"WORK",241.977142774791,243.947751613063,26,0
"62",2020-01-07,"LEISATTEND",0,0,26,0
"63",2020-01-07,"LEISSOCCOM",21.534006195347,29.0468207621111,26,0
"64",2020-01-08,"HHACT",103.639389881188,111.192501715675,23,0
"65",2020-01-08,"PHONE",4.4269500081299,17.9848586622187,23,0
"66",2020-01-08,"RELIG",2.12483415872325,11.0894152109838,23,0
"67",2020-01-08,"SOCIAL",245.286627810819,199.530980152676,23,0
"68",2020-01-08,"SPORTS",11.5470427384425,26.4098609608205,23,0
"69",2020-01-08,"TRAVEL",55.6186442262023,49.0504473771773,23,0
"70",2020-01-08,"WORK",292.170922150862,242.142737572469,23,0
"71",2020-01-08,"LEISATTEND",0,0,23,0
"72",2020-01-08,"LEISSOCCOM",47.3537719595902,105.819938153961,23,0
"73",2020-01-09,"HHACT",77.8854557604204,90.8242235290389,27,0
"74",2020-01-09,"PHONE",1.79611103021342,5.92593435979401,27,0
"75",2020-01-09,"RELIG",0,0,27,0
"76",2020-01-09,"SOCIAL",197.454038125569,149.395830009689,27,0
"77",2020-01-09,"SPORTS",2.17677848005288,10.2927200835139,27,0
"78",2020-01-09,"TRAVEL",82.2380118657916,98.6698636103064,27,0
"79",2020-01-09,"WORK",408.829079229813,210.668741783338,27,0
"80",2020-01-09,"LEISATTEND",0,0,27,0
"81",2020-01-09,"LEISSOCCOM",19.8602230116833,42.2301341853666,27,0
"82",2020-01-10,"HHACT",109.063942815901,114.901351101475,49,0
"83",2020-01-10,"PHONE",3.2095219550544,18.2126155377635,49,0
"84",2020-01-10,"RELIG",6.38979986372916,22.1298765695868,49,0
"85",2020-01-10,"SOCIAL",243.720218183385,175.044009712869,49,0
"86",2020-01-10,"SPORTS",38.3736609296915,63.5539085734115,49,0
"87",2020-01-10,"TRAVEL",56.5022102355275,63.5807552179591,49,0
"88",2020-01-10,"WORK",171.917553355409,253.237117875764,49,0
"89",2020-01-10,"LEISATTEND",0,0,49,0
"90",2020-01-10,"LEISSOCCOM",34.0550796045553,55.1137196721664,49,0
"91",2020-01-11,"HHACT",137.315635413751,218.80835259482,55,0
"92",2020-01-11,"PHONE",3.80214347533468,18.0144973368414,55,0
"93",2020-01-11,"RELIG",27.1556810298112,51.0140769443089,55,0
"94",2020-01-11,"SOCIAL",395.830258285713,222.452483112954,55,0
"95",2020-01-11,"SPORTS",20.4957700950697,46.9075487140205,55,0
"96",2020-01-11,"TRAVEL",52.4258367650376,56.4570995678213,55,0
"97",2020-01-11,"WORK",31.1249754441098,116.791112362189,55,0
"98",2020-01-11,"LEISATTEND",8.97251714330687,57.4120679177212,55,0
"99",2020-01-11,"LEISSOCCOM",36.7008296189819,73.4168763427961,55,0
"100",2020-01-12,"HHACT",55.3694004415839,72.1956226933474,20,0
"101",2020-01-12,"PHONE",2.20004672241354,7.30819060805673,20,0
"102",2020-01-12,"RELIG",20.379496174382,79.7528926701357,20,0
"103",2020-01-12,"SOCIAL",221.547999152581,218.755228587929,20,0
"104",2020-01-12,"SPORTS",8.61070225564346,29.6662625357922,20,0
"105",2020-01-12,"TRAVEL",71.0590989382727,46.3741129044945,20,0
"106",2020-01-12,"WORK",377.140658331875,290.993403479361,20,0
"107",2020-01-12,"LEISATTEND",0,0,20,0
"108",2020-01-12,"LEISSOCCOM",9.14657525928736,19.424821331218,20,0
"109",2020-01-13,"HHACT",101.576759030073,131.672594706946,32,0
"110",2020-01-13,"PHONE",3.81614287364517,13.1622600760487,32,0
"111",2020-01-13,"RELIG",4.49148009827563,25.3987419277325,32,0
"112",2020-01-13,"SOCIAL",323.000135651379,208.309215467046,32,0
"113",2020-01-13,"SPORTS",6.30550468068833,25.4803908674549,32,0
"114",2020-01-13,"TRAVEL",49.1116848683718,42.9054635900602,32,0
"115",2020-01-13,"WORK",216.596416083817,282.988543530555,32,0
"116",2020-01-13,"LEISATTEND",0,0,32,0
"117",2020-01-13,"LEISSOCCOM",37.6202719371129,86.7220788495757,32,0
"118",2020-01-14,"HHACT",115.554989699521,124.571174496529,14,0
"119",2020-01-14,"PHONE",1.03236789659476,5.46856960817402,14,0
"120",2020-01-14,"RELIG",12.3080989538837,32.2038148469734,14,0
"121",2020-01-14,"SOCIAL",315.10082577825,145.055191817968,14,0
"122",2020-01-14,"SPORTS",0.596904758661001,2.6223392151235,14,0
"123",2020-01-14,"TRAVEL",47.376867832868,38.3745023355875,14,0
"124",2020-01-14,"WORK",122.474181907558,217.128161571032,14,0
"125",2020-01-14,"LEISATTEND",0,0,14,0
"126",2020-01-14,"LEISSOCCOM",48.7505976184362,91.9825662131853,14,0
"127",2020-01-15,"HHACT",109.623066392995,152.926869415521,20,0
"128",2020-01-15,"PHONE",2.16438916123517,15.6275453575242,20,0
"129",2020-01-15,"RELIG",2.25849303781061,16.3070038513296,20,0
"130",2020-01-15,"SOCIAL",186.893494337624,225.42845440369,20,0
"131",2020-01-15,"SPORTS",29.7165599978878,91.3966788398174,20,0
"132",2020-01-15,"TRAVEL",71.1776227290551,47.6960582677297,20,0
"133",2020-01-15,"WORK",334.061462152162,298.681748100813,20,0
"134",2020-01-15,"LEISATTEND",0,0,20,0
"135",2020-01-15,"LEISSOCCOM",11.6471178396995,28.5484776171333,20,0
"136",2020-01-16,"HHACT",56.1012709921376,73.1914911417748,18,0
"137",2020-01-16,"PHONE",11.2795463145247,42.0781278611132,18,0
"138",2020-01-16,"RELIG",9.35025711197275,25.5458455939004,18,0
"139",2020-01-16,"SOCIAL",329.605847156246,249.75192328117,18,0
"140",2020-01-16,"SPORTS",10.6823849720959,34.35366439696,18,0
"141",2020-01-16,"TRAVEL",48.8620089847562,60.3237744508424,18,0
"142",2020-01-16,"WORK",302.621619037776,317.060507264297,18,0
"143",2020-01-16,"LEISATTEND",4.05623155647254,19.6935752929587,18,0
"144",2020-01-16,"LEISSOCCOM",17.1167180711321,39.61486878615,18,0
"145",2020-01-17,"HHACT",153.022052674069,176.948296635183,52,0
"146",2020-01-17,"PHONE",0.974985746621121,6.30925278707868,52,0
"147",2020-01-17,"RELIG",13.617853437821,45.1261399816298,52,0
"148",2020-01-17,"SOCIAL",461.59657381837,193.790092195902,52,0
"149",2020-01-17,"SPORTS",25.9115476301081,68.372295874114,52,0
"150",2020-01-17,"TRAVEL",50.0959536535718,67.949510777466,52,0
"151",2020-01-17,"WORK",37.1962987384664,118.290997830807,52,0
"152",2020-01-17,"LEISATTEND",11.6446109055029,50.9656838610852,52,0
"153",2020-01-17,"LEISSOCCOM",31.1755629166854,63.4161738671252,52,0
"154",2020-01-18,"HHACT",153.922695276246,189.265353696068,37,0
"155",2020-01-18,"PHONE",1.05124380683191,4.31105656824532,37,0
"156",2020-01-18,"RELIG",16.818188673495,37.4680788552255,37,0
"157",2020-01-18,"SOCIAL",384.602869244234,228.949599065743,37,0
"158",2020-01-18,"SPORTS",23.8215005916998,43.6148573526905,37,0
"159",2020-01-18,"TRAVEL",29.7111095730411,34.9392438601327,37,0
"160",2020-01-18,"WORK",75.7109428577816,198.023364388102,37,0
"161",2020-01-18,"LEISATTEND",0,0,37,0
"162",2020-01-18,"LEISSOCCOM",32.1983977761947,76.4008006605387,37,0
"163",2020-01-19,"HHACT",89.543746098081,75.2581613064084,16,0
"164",2020-01-19,"PHONE",0,0,16,0
"165",2020-01-19,"RELIG",1.35232123953252,10.9489789184464,16,0
"166",2020-01-19,"SOCIAL",183.869006741802,182.54022399986,16,0
"167",2020-01-19,"SPORTS",10.2668505537659,23.827186194921,16,0
"168",2020-01-19,"TRAVEL",80.4004922607787,61.8110302249519,16,0
"169",2020-01-19,"WORK",238.714321191776,245.835604965518,16,0
"170",2020-01-19,"LEISATTEND",0,0,16,0
"171",2020-01-19,"LEISSOCCOM",10.6831644098612,21.2589443027773,16,0
"172",2020-01-20,"HHACT",79.2449388685396,74.3883291210042,13,0
"173",2020-01-20,"PHONE",7.24878931147427,17.3423410398276,13,0
"174",2020-01-20,"RELIG",0.903540619358341,5.12736121919616,13,0
"175",2020-01-20,"SOCIAL",252.25792327382,148.169064893287,13,0
"176",2020-01-20,"SPORTS",33.7139115469108,54.2778921528328,13,0
"177",2020-01-20,"TRAVEL",44.4893230426704,42.7032396407524,13,0
"178",2020-01-20,"WORK",247.651281125529,266.291532640854,13,0
"179",2020-01-20,"LEISATTEND",0,0,13,0
"180",2020-01-20,"LEISSOCCOM",21.1752732360648,43.4193967664251,13,0
"181",2020-01-21,"HHACT",73.8870222745855,99.634816968913,11,0
"182",2020-01-21,"PHONE",12.6335718279679,35.5669957319231,11,0
"183",2020-01-21,"RELIG",1.50264624875879,7.09469333192467,11,0
"184",2020-01-21,"SOCIAL",244.476361941024,118.174177709227,11,0
"185",2020-01-21,"SPORTS",0,0,11,0
"186",2020-01-21,"TRAVEL",75.7556353441598,57.3329500143334,11,0
"187",2020-01-21,"WORK",168.798277853079,227.624619432912,11,0
"188",2020-01-21,"LEISATTEND",0,0,11,0
"189",2020-01-21,"LEISSOCCOM",115.523196520718,154.017231034244,11,0
"190",2020-01-22,"HHACT",77.0300857833142,73.911682683573,10,0
"191",2020-01-22,"PHONE",5.64009409372408,21.6321941638114,10,0
"192",2020-01-22,"RELIG",0,0,10,0
"193",2020-01-22,"SOCIAL",232.121667171656,174.73532772772,10,0
"194",2020-01-22,"SPORTS",6.213651300849,26.5900112572724,10,0
"195",2020-01-22,"TRAVEL",58.5611012378179,101.483138160314,10,0
"196",2020-01-22,"WORK",294.970521525138,250.7589805832,10,0
"197",2020-01-22,"LEISATTEND",0,0,10,0
"198",2020-01-22,"LEISSOCCOM",1.89869989732153,5.86250261336855,10,0
"199",2020-01-23,"HHACT",57.7648637231061,76.6009741963965,19,0
"200",2020-01-23,"PHONE",0,0,19,0
"201",2020-01-23,"RELIG",9.34364598208193,19.3818094254493,19,0
"202",2020-01-23,"SOCIAL",392.091252698719,300.405030647839,19,0
"203",2020-01-23,"SPORTS",10.2398931252948,28.6041891365575,19,0
"204",2020-01-23,"TRAVEL",52.5471837812502,51.3198998656307,19,0
"205",2020-01-23,"WORK",214.360217450776,268.297362115877,19,0
"206",2020-01-23,"LEISATTEND",0,0,19,0
"207",2020-01-23,"LEISSOCCOM",64.6838343283258,154.04966239779,19,0
"208",2020-01-24,"HHACT",79.7951485601504,122.962357182392,24,0
"209",2020-01-24,"PHONE",8.05633774067078,29.1264901631866,24,0
"210",2020-01-24,"RELIG",2.16135545415581,9.99355850985606,24,0
"211",2020-01-24,"SOCIAL",423.852507798003,177.161785209209,24,0
"212",2020-01-24,"SPORTS",5.64128948540019,11.2238323482727,24,0
"213",2020-01-24,"TRAVEL",34.1624161441791,31.9427899365159,24,0
"214",2020-01-24,"WORK",111.839187349561,174.395677818638,24,0
"215",2020-01-24,"LEISATTEND",0,0,24,0
"216",2020-01-24,"LEISSOCCOM",50.9128580419449,90.5593148826623,24,0
"217",2020-01-25,"HHACT",108.634527511235,125.147164268374,45,0
"218",2020-01-25,"PHONE",6.98303272135018,28.2577437525609,45,0
"219",2020-01-25,"RELIG",29.6922903261036,82.5497913413957,45,0
"220",2020-01-25,"SOCIAL",349.47915393969,216.703513260977,45,0
"221",2020-01-25,"SPORTS",9.32102794736526,31.7424360407957,45,0
"222",2020-01-25,"TRAVEL",46.0387696476495,43.8084529464291,45,0
"223",2020-01-25,"WORK",50.969911072136,164.319434397271,45,0
"224",2020-01-25,"LEISATTEND",18.0020252803647,74.3410070099014,45,0
"225",2020-01-25,"LEISSOCCOM",45.9956413441276,100.610017750703,45,0
"226",2020-01-26,"HHACT",52.8594321811764,64.9195543453932,15,0
"227",2020-01-26,"PHONE",1.45300757398615,5.00406445857076,15,0
"228",2020-01-26,"RELIG",28.1154478753006,77.183088206646,15,0
"229",2020-01-26,"SOCIAL",244.558713149857,99.8625267616422,15,0
"230",2020-01-26,"SPORTS",23.2126812381447,33.0115031542001,15,0
"231",2020-01-26,"TRAVEL",77.4213452750916,28.9052550226702,15,0
"232",2020-01-26,"WORK",311.75297309706,252.440199792495,15,0
"233",2020-01-26,"LEISATTEND",0,0,15,0
"234",2020-01-26,"LEISSOCCOM",89.8317332374976,108.211636757217,15,0
"235",2020-01-27,"HHACT",87.6823190138119,112.129591181061,25,0
"236",2020-01-27,"PHONE",6.36642509104764,15.5804333480417,25,0
"237",2020-01-27,"RELIG",7.46314310115144,27.1006341212377,25,0
"238",2020-01-27,"SOCIAL",180.57714786014,167.723424301437,25,0
"239",2020-01-27,"SPORTS",13.5901088923581,25.5655830605579,25,0
"240",2020-01-27,"TRAVEL",87.9603982982944,80.7764119449717,25,0
"241",2020-01-27,"WORK",315.642300116267,242.549668427518,25,0
"242",2020-01-27,"LEISATTEND",0,0,25,0
"243",2020-01-27,"LEISSOCCOM",12.5689737669963,26.9470800925482,25,0
"244",2020-01-28,"HHACT",62.5562627839365,48.234602807731,15,2.78
"245",2020-01-28,"PHONE",0,0,15,2.78
"246",2020-01-28,"RELIG",3.73202848098969,11.438712747396,15,2.78
"247",2020-01-28,"SOCIAL",197.756043847322,125.108756737335,15,2.78
"248",2020-01-28,"SPORTS",29.382536024436,52.0380077337262,15,2.78
"249",2020-01-28,"TRAVEL",75.3776220454665,49.1253868008315,15,2.78
"250",2020-01-28,"WORK",342.168398865363,266.173250961825,15,2.78
"251",2020-01-28,"LEISATTEND",0,0,15,2.78
"252",2020-01-28,"LEISSOCCOM",22.5761631173474,26.05697609903,15,2.78
"253",2020-01-29,"HHACT",78.0044349735285,79.0437131027701,10,2.78
"254",2020-01-29,"PHONE",11.2008608687508,27.7695673062083,10,2.78
"255",2020-01-29,"RELIG",2.07346837612091,4.88398036891245,10,2.78
"256",2020-01-29,"SOCIAL",235.62338445357,231.163007137517,10,2.78
"257",2020-01-29,"SPORTS",8.87940664867524,19.6000578529651,10,2.78
"258",2020-01-29,"TRAVEL",74.4219482025565,54.9981124749582,10,2.78
"259",2020-01-29,"WORK",254.023322989342,233.445655423197,10,2.78
"260",2020-01-29,"LEISATTEND",0,0,10,2.78
"261",2020-01-29,"LEISSOCCOM",18.6969954250691,30.5998151575004,10,2.78
"262",2020-01-30,"HHACT",104.578484997462,103.721730227231,18,2.78
